date,is_rd,amount,vendor,quarter,bas_label,is_locked,gst_amount,description,personal_pct,classification_status
2025-09-06,False,116.15,,Q1 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,classified
2025-09-06,False,20.99,Disney+,Q1 FY25-26,G14,False,0,DISNEY+ DISNEY+ AUSTRALIA,0,auto_bas_fy2526
2025-09-08,False,21.98,,Q1 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-09-08,True,21.98,Apple,Q1 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-09-08,False,1100,American Express,Q1 FY25-26,G14,False,0,BPAY PAYMENT-THANK YOU REC # 3335586959,0,classified
2025-09-10,False,101.54,,Q1 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-09-10,False,101.54,E-Toll,Q1 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-09-12,True,14.99,Apple,Q1 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-09-12,False,14.99,,Q1 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-09-13,False,203.52,,Q1 FY25-26,G11,False,18.5,OPTUS MERCHANT Optus Me MACQUARIE PARK,0,classified
2025-09-13,False,203.52,Optus,Q1 FY25-26,G14,True,0,OPTUS MERCHANT Optus Me MACQUARIE PARK,0.2,manual_reclass_20260322
2025-09-13,False,26.99,,Q1 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-09-13,True,26.99,Apple,Q1 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-09-15,False,650.52,,Q1 FY25-26,G3,False,0,NRMA INSURANCE,0.3,manual_reclass_20260322
2025-09-15,False,40.77,,Q1 FY25-26,G11,False,3.71,UBER EATS              HELP.UBER.COM,0,classified
2025-09-15,False,650.52,NRMA,Q1 FY25-26,G14,False,0,NRMA INSURANCE SYDNEY,0,classified
2025-09-15,False,661,,Q1 FY25-26,G3,False,0,SERVICE NSW,0.3,manual_reclass_20260322
2025-09-15,False,661,Service NSW,Q1 FY25-26,G3,False,0,SERVICE NSW BONDI JUNCTION,0,auto_bas_fy2526
2025-09-15,False,40.77,Uber Eats,Q1 FY25-26,G3,False,0,UBER EATS HELP.UBER.COM,0,auto_bas_fy2526
2025-09-16,False,101.54,,Q1 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-09-16,False,101.54,E-Toll,Q1 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-09-17,False,49.46,,Q1 FY25-26,G3,False,0,BUBBLE STARTER PLAN            NEW YORK                     ,0,classified
2025-09-17,True,49.46,Bubble,Q1 FY25-26,G3,False,0,BUBBLE STARTER PLAN NEW YORK 32.00,0,auto_bas_fy2526
2025-09-20,False,101.54,E-Toll,Q1 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-09-20,False,101.54,,Q1 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-09-22,False,6.37,Amex,Q1 FY25-26,G14,False,0,INTEREST CHARGE,0,auto_bas_fy2526
2025-09-22,False,450,Amex,Q1 FY25-26,G3,False,0,MEMBERSHIP FEE,0,auto_bas_fy2526
2025-09-22,False,30,Amex,Q1 FY25-26,G14,False,0,CHARGE FOR OVERDUE PAYMENT,0,auto_bas_fy2526
2025-09-22,False,6.37,,Q1 FY25-26,G3,False,0,INTEREST CHARGE,0,classified
2025-09-22,False,30,,Q1 FY25-26,G3,False,0,CHARGE FOR OVERDUE PAYMENT,0,classified
2025-09-22,False,450,,Q1 FY25-26,G3,False,0,MEMBERSHIP FEE,0,manual_reclass_20260323
2025-09-23,False,20.99,Netflix,Q1 FY25-26,G14,False,0,NETFLIX AUSTRALIA PTY L MELBOURNE,0,auto_bas_fy2526
2025-09-23,False,20.99,,Q1 FY25-26,G14,False,0,NETFLIX AUSTRALIA PTY L MELBOURNE,0,classified
2025-09-27,True,25,Lovable,Q1 FY25-26,G3,False,0,Lovable Labs subscription,0,auto_bas_fy2526
2025-09-28,False,41.24,LinkedIn,Q1 FY25-26,G3,False,0,LINKEDINPREA *37926334 SYDNEY NSW,0,auto_bas_fy2526
2025-09-28,False,113.98,,Q1 FY25-26,G11,False,10.36,UBER EATS              HELP.UBER.COM,0,classified
2025-09-28,False,113.98,Uber Eats,Q1 FY25-26,G3,False,0,UBER EATS HELP.UBER.COM,0,auto_bas_fy2526
2025-09-28,False,41.24,,Q1 FY25-26,G14,False,0,LINKEDINPREA *37926334 SYDNEY NSW,0,classified
2025-09-29,False,2200,American Express,Q1 FY25-26,G14,False,0,BPAY PAYMENT-THANK YOU REC # 4337327234,0,classified
2025-10-01,True,12.98,Google,Q2 FY25-26,G3,False,0,GOOGLE*GSUITE TECH4HUMA CC GOOGLE.COM,0,auto_bas_fy2526
2025-10-01,False,12.98,,Q2 FY25-26,G11,False,1.18,GOOGLE*GSUITE TECH4HUMA CC GOOGLE.COM,0,classified
2025-10-01,False,0.17,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD RHD8NM GOO CC GOOGLE.COM,0,classified
2025-10-01,False,1.86,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD D57DZZ GOO CC GOOGLE.COM,0,classified
2025-10-01,False,0.14,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD G7G2KX GOO CC GOOGLE.COM,0,classified
2025-10-01,False,17.77,,Q2 FY25-26,G3,False,0,AMAZON AU,0,classified
2025-10-01,False,21.6,,Q2 FY25-26,G3,False,0,AMAZON AU,0,classified
2025-10-01,False,17.77,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON AU SYDNEY SOUTH,0,auto_bas_fy2526
2025-10-01,False,27.99,,Q2 FY25-26,G14,False,0,SPOTIFY,0,classified
2025-10-01,False,21.6,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON AU SYDNEY SOUTH,0,auto_bas_fy2526
2025-10-01,True,1.86,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD D57DZZ GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-10-01,False,27.99,Spotify,Q2 FY25-26,G14,False,0,SPOTIFY SYDNEY,0,auto_bas_fy2526
2025-10-01,True,0.17,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD RHD8NM GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-10-01,True,0.14,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD G7G2KX GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-10-02,True,166.96,AWS,Q2 FY25-26,G3,False,0,AMAZON WEB SERVICES SYDNEY,0,auto_bas_fy2526
2025-10-02,False,166.96,,Q2 FY25-26,G11,False,15.18,AMAZON WEB SERVICES,0,rdti
2025-10-03,True,25,Lovable,Q2 FY25-26,G3,False,0,Lovable Labs subscription,0,auto_bas_fy2526
2025-10-04,False,20,,Q2 FY25-26,G3,False,0,NAKED WINES MANLY              Manly,0,classified
2025-10-04,False,20,Naked Wines,Q2 FY25-26,G14,False,0,NAKED WINES MANLY Manly,0,auto_bas_fy2526
2025-10-06,False,116.15,Pet Insurance,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,auto_bas_fy2526
2025-10-06,False,116.15,,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,classified
2025-10-06,False,20.99,,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+,0,classified
2025-10-06,False,20.99,Disney+,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+ AUSTRALIA,0,auto_bas_fy2526
2025-10-07,False,60.89,,Q2 FY25-26,G11,False,5.54,UBER EATS              HELP.UBER.COM,0,classified
2025-10-07,False,60.89,Uber Eats,Q2 FY25-26,G3,False,0,UBER EATS HELP.UBER.COM,0,auto_bas_fy2526
2025-10-12,True,14.99,Apple,Q2 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-10-12,False,14.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-10-13,True,26.99,Apple,Q2 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-10-13,False,26.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-10-14,False,203.52,,Q2 FY25-26,G11,False,18.5,OPTUS MERCHANT Optus Me MACQUARIE PARK,0,classified
2025-10-14,False,203.52,Optus,Q2 FY25-26,G14,True,0,OPTUS MERCHANT Optus Me MACQUARIE PARK,0.2,manual_reclass_20260322
2025-10-16,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-10-16,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-10-17,True,50.83,Bubble,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN NEW YORK 32.00,0,auto_bas_fy2526
2025-10-17,False,50.83,,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN            NEW YORK                     ,0,classified
2025-10-22,False,10.9,,Q2 FY25-26,G3,False,0,INTEREST CHARGE,0,classified
2025-10-22,False,10.9,Amex,Q2 FY25-26,G14,False,0,INTEREST CHARGE,0,auto_bas_fy2526
2025-10-23,False,20.99,Netflix,Q2 FY25-26,G14,False,0,NETFLIX AUSTRALIA PTY L MELBOURNE,0,auto_bas_fy2526
2025-10-23,False,20.99,,Q2 FY25-26,G14,False,0,NETFLIX AUSTRALIA PTY L MELBOURNE,0,classified
2025-10-24,True,1500,Anthropic,Q2 FY25-26,G3,False,0,Anthropic PBC API/Pro,0,auto_bas_fy2526
2025-10-24,False,199.99,,Q2 FY25-26,G3,False,0,AMAZON MARKETPLACE AU SYDNEY,0,classified
2025-10-24,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-10-24,False,199.99,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON MARKETPLACE AU SYDNEY,0,auto_bas_fy2526
2025-10-24,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-10-27,False,1700,American Express,Q2 FY25-26,G14,False,0,BPAY PAYMENT-THANK YOU REC # 1275294102,0,classified
2025-10-27,True,25,Lovable,Q2 FY25-26,G3,False,0,Lovable Labs subscription,0,auto_bas_fy2526
2025-10-28,False,41.24,LinkedIn,Q2 FY25-26,G3,False,0,LINKEDINPREA *97519444 SYDNEY NSW,0,auto_bas_fy2526
2025-10-28,False,41.24,,Q2 FY25-26,G14,False,0,LINKEDINPREA *97519444 SYDNEY NSW,0,classified
2025-10-31,True,1500,Anthropic,Q2 FY25-26,G3,False,0,Anthropic PBC API/Pro,0,auto_bas_fy2526
2025-10-31,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-10-31,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-11-01,False,12.98,,Q2 FY25-26,G3,False,0,GOOGLE*WORKSPACE TECH4H CC GOOGLE.COM,0,classified
2025-11-01,False,0.17,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD RWZQZL GOO CC GOOGLE.COM,0,classified
2025-11-01,True,0.17,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD RWZQZL GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-11-01,False,27.99,Spotify,Q2 FY25-26,G14,False,0,SPOTIFY SYDNEY,0,auto_bas_fy2526
2025-11-01,False,16.23,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD QTGNKP GOO CC GOOGLE.COM,0,classified
2025-11-01,True,16.23,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD QTGNKP GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-11-01,False,0.14,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 74GLMK,0,classified
2025-11-01,True,0.14,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 74GLMK PYRMONT,0,auto_bas_fy2526
2025-11-01,True,12.98,Google,Q2 FY25-26,G3,False,0,GOOGLE*WORKSPACE TECH4H CC GOOGLE.COM,0,auto_bas_fy2526
2025-11-01,False,27.99,,Q2 FY25-26,G14,False,0,SPOTIFY,0,classified
2025-11-02,False,23.51,,Q2 FY25-26,G11,False,2.14,AMAZON WEB SERVICES,0,rdti
2025-11-02,True,23.51,AWS,Q2 FY25-26,G3,False,0,AMAZON WEB SERVICES SYDNEY,0,auto_bas_fy2526
2025-11-03,False,-50,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 FRESHBOOKS 866-303-6061,0,rdti
2025-11-03,False,-91.83,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 ALDI STORES KIRRAWEE DC,0,classified
2025-11-03,False,-31.54,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 OPENAI *CHATGPT SUBSCR OPENAI.,0,rdti
2025-11-03,False,-8.67,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 ELEVENLABS.IO ELEVENLABS.IO 5.,0,rdti
2025-11-03,True,454.19,HeyGen,Q2 FY25-26,G3,False,0,HEYGEN TECHNOLOGY INC. LOS ANGELES 288.00,0,auto_bas_fy2526
2025-11-03,False,-18.16,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 COLES 5588 KIRRAWEE,0,classified
2025-11-03,False,-130.35,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 CLAUDE.AI SUBSCRIPTION ANTHROP,0,rdti
2025-11-03,False,454.19,,Q2 FY25-26,G14,True,0,HEYGEN TECHNOLOGY INC. LOS ANGELES                          ,0,manual_reclass_20260322
2025-11-04,False,20,,Q2 FY25-26,G3,False,0,NAKED WINES MANLY              Manly,0,classified
2025-11-04,False,-39.43,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 LOVABLE LOVABLE.DEV 25.00 USD ,0,rdti
2025-11-04,False,20,Naked Wines,Q2 FY25-26,G14,False,0,NAKED WINES MANLY Manly,0,auto_bas_fy2526
2025-11-05,False,17.77,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,auto_bas_fy2526
2025-11-05,False,17.77,,Q2 FY25-26,G3,False,0,AMAZON RETA* AMAZON AU SYDNEY,0,classified
2025-11-06,False,20.99,Disney+,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+ AUSTRALIA,0,auto_bas_fy2526
2025-11-06,False,116.15,,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,classified
2025-11-06,False,116.15,Pet Insurance,Q2 FY25-26,G3,False,0,PET INSURANCE CHATSWOOD CHATSWOOD,0,auto_bas_fy2526
2025-11-06,False,20.99,,Q2 FY25-26,G14,False,0,DISNEY+ DISNEY+,0,classified
2025-11-08,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-11-08,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-11-10,True,-298.33,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 CANDOR MEDICAL KENSINGTON GR,0,manual_reclass_20260323
2025-11-10,False,-31.88,,Q2 FY25-26,G11,False,2.9,VISA DEBIT PURCHASE CARD 2794 RESEND RESEND.COM 20.00 USD IN,0,rdti
2025-11-10,False,-10.78,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 KIRRANA PTY LTD KIRRAWEE,0,classified
2025-11-11,False,39.99,Amazon AU,Q2 FY25-26,G3,False,0,AMAZON MARKETPLACE AU SYDNEY,0,auto_bas_fy2526
2025-11-11,False,39.99,,Q2 FY25-26,G3,False,0,AMAZON MARKETPLACE AU SYDNEY,0,manual_reclass_20260322
2025-11-12,False,-47.94,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 ALDI STORES KIRRAWEE DC,0,classified
2025-11-12,False,14.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-11-12,False,-172.76,,Q2 FY25-26,G11,True,15.71,VISA DEBIT PURCHASE CARD 2794 BUNNINGS 724000 KIRRAWEE,0.5,manual_reclass_20260322
2025-11-12,False,-189.59,,Q2 FY25-26,G11,False,17.24,"VISA DEBIT PURCHASE CARD 2794 OCTOPUS DATA, INC 6266366836 1",0,rdti
2025-11-12,True,14.99,Apple,Q2 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-11-12,False,-31.6,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 DAVID WILSON CHEMIST KIRRAWEE,0,classified
2025-11-12,False,-99.47,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 7-ELEVEN 2238 SUTHERLAND,0,classified
2025-11-13,False,26.99,,Q2 FY25-26,G14,False,0,APPLE.COM/BILL,0,classified
2025-11-13,True,26.99,Apple,Q2 FY25-26,G3,False,0,APPLE.COM/BILL SYDNEY,0,auto_bas_fy2526
2025-11-13,False,203.52,,Q2 FY25-26,G11,False,18.5,OPTUS MERCHANT Optus Me MACQUARIE PARK,0,classified
2025-11-13,False,203.52,Optus,Q2 FY25-26,G14,True,0,OPTUS MERCHANT Optus Me MACQUARIE PARK,0.2,manual_reclass_20260322
2025-11-14,False,-30,PayPal,Q2 FY25-26,G14,False,0,EFTPOS | PAYPAL *YOURTOWN SYDNEY AU,0,auto_bas_fy2526
2025-11-14,False,-69.59,Deal.AI,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | DEAL.AI INC DEAL.AI,0,auto_bas_fy2526
2025-11-14,False,-26.99,Rodneys Pharmacy,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RODNEYS PHARMACY PTY L GYMEA,0,auto_bas_fy2526
2025-11-14,False,-26.99,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 RODNEYS PHARMACY PTY L GYMEA,0,classified
2025-11-14,False,-30,,Q2 FY25-26,G3,False,0,EFTPOS PAYPAL *YOURTOWN SYDNEY AU,0,classified
2025-11-14,False,-69.59,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 DEAL.AI INC DEAL.AI 44.00 USD ,0,rdti
2025-11-14,False,-6170,SCECGS Redlands,Q2 FY25-26,G14,False,0,ANZ INTERNET BANKING BPAY | SCECGS REDLANDS {519883},0,auto_bas_fy2526
2025-11-15,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-11-15,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-11-17,False,-93.15,,Q2 FY25-26,G14,False,0,ANZ INTERNET BANKING FUNDS TFER | TRANSFER 421625 TO 0129552,0,auto_bas_fy2526
2025-11-17,False,-93.15,,Q2 FY25-26,G3,False,0,ANZ INTERNET BANKING FUNDS TFER TRANSFER 421625 TO 012955264,0,classified
2025-11-17,False,50.69,,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN            NEW YORK                     ,0,classified
2025-11-17,True,50.69,Bubble,Q2 FY25-26,G3,False,0,BUBBLE STARTER PLAN NEW YORK 32.00,0,auto_bas_fy2526
2025-11-19,False,-37.93,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 FLEXJOBS.COM 866-991-9222 23.9,0,rdti
2025-11-19,False,-37.93,FlexJobs,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | FLEXJOBS.COM 866-991-9222,100,auto_bas_fy2526
2025-11-21,False,-44.13,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 AMAZON MARKETPLACE AU SYDNEY,0,manual_reclass_20260322
2025-11-21,False,-44.13,Amazon AU,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMAZON MARKETPLACE AU SYDNEY,100,auto_bas_fy2526
2025-11-22,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-11-22,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-11-22,False,4.04,,Q2 FY25-26,G3,False,0,INTEREST CHARGE,0,classified
2025-11-22,False,4.04,Amex,Q2 FY25-26,G14,False,0,INTEREST CHARGE,0,auto_bas_fy2526
2025-11-23,False,20.99,Netflix,Q2 FY25-26,G14,False,0,NETFLIX.COM CHIPPENDALE,0,auto_bas_fy2526
2025-11-23,False,20.99,,Q2 FY25-26,G14,False,0,NETFLIX.COM,0,classified
2025-11-24,False,-15.2,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 AMAZON RETA* AMAZON AU SYDNEY,0,manual_reclass_20260322
2025-11-24,False,-48.39,,Q2 FY25-26,G11,False,4.4,VISA DEBIT PURCHASE CARD 2794 AMBER ELECTRIC PL BURNLEY,0,classified
2025-11-24,False,-387,,Q2 FY25-26,G11,False,35.18,ANZ INTERNET BANKING BPAY REVENUENSW DEBT {994303},0,classified
2025-11-24,False,-28.95,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 COLES 5588 KIRRAWEE,0,classified
2025-11-24,False,-15.2,Amazon AU,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMAZON RETA* AMAZON AU SYDNE,100,auto_bas_fy2526
2025-11-24,False,-31.98,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 RODNEYS PHARMACY PTY L GYMEA,0,classified
2025-11-24,False,-31.98,Rodneys Pharmacy,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RODNEYS PHARMACY PTY L GYMEA,0,auto_bas_fy2526
2025-11-24,False,-35.89,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 AMAZON MARKETPLACE AU SYDNEY,0,classified
2025-11-24,False,-525,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 TM *TICKETMASTERAU MELBOURNE,0,classified
2025-11-24,False,1800,American Express,Q2 FY25-26,G14,False,0,BPAY PAYMENT-THANK YOU REC # 6561340421,0,classified
2025-11-24,False,-525,Ticketmaster,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | TM *TICKETMASTERAU MELBOURNE,100,auto_bas_fy2526
2025-11-24,False,-387,Revenue NSW,Q2 FY25-26,G14,False,0,ANZ INTERNET BANKING BPAY | REVENUENSW DEBT {994303},0,manual_reclass_20260323
2025-11-24,False,-28.95,Coles,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | COLES 5588 KIRRAWEE,0,auto_bas_fy2526
2025-11-24,False,-35.89,Amazon AU,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMAZON MARKETPLACE AU SYDNEY,100,auto_bas_fy2526
2025-11-24,False,-1800,Amex Card Payment,Q2 FY25-26,G14,False,0,ANZ INTERNET BANKING BPAY | AMERICAN EXPRESS {656134},0,auto_bas_fy2526
2025-11-24,False,-48.39,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | AMBER ELECTRIC PL BURNLEY,100,auto_bas_fy2526
2025-11-26,False,-42.32,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 RMYC PORT HACKING BURRANEER,0,classified
2025-11-26,False,-42.32,Various,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RMYC PORT HACKING BURRANEER,100,auto_bas_fy2526
2025-11-27,False,-56.58,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 RODNEYS PHARMACY PTY L GYMEA,0,classified
2025-11-27,True,25,Lovable,Q2 FY25-26,G3,False,0,Lovable Labs - Monthly dev platform subscription,0,auto_bas_fy2526
2025-11-27,False,-56.58,Rodneys Pharmacy,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | RODNEYS PHARMACY PTY L GYMEA,0,auto_bas_fy2526
2025-11-27,False,-33.56,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 ALDI STORES KIRRAWEE DC,0,classified
2025-11-27,False,-33.56,Aldi,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | ALDI STORES KIRRAWEE DC,0,auto_bas_fy2526
2025-11-28,False,101.54,E-Toll,Q2 FY25-26,G3,False,0,E-TOLL PAYMENT PARRAMATTA,0,auto_bas_fy2526
2025-11-28,True,-23.91,Lovable,Q2 FY25-26,G11,False,2.17,VISA DEBIT PURCHASE CARD 2794 | LOVABLE LOVABLE.DEV,0,classified
2025-11-28,False,-23.91,,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 LOVABLE LOVABLE.DEV 15.00 USD ,0,rdti
2025-11-28,False,-22.48,,Q2 FY25-26,G3,False,0,CREDIT INTEREST PAID 01 DEC VISA DEBIT PURCHASE CARD 2794 BO,0,classified
2025-11-28,False,47.48,,Q2 FY25-26,G3,False,0,SP LUCENT GLOBE,0,classified
2025-11-28,False,101.54,,Q2 FY25-26,G11,False,9.23,E-TOLL PAYMENT,0,classified
2025-11-28,False,41.24,,Q2 FY25-26,G14,False,0,LINKEDINPREA *57664494 SYDNEY NSW,0,classified
2025-11-28,False,-83.21,,Q2 FY25-26,G3,False,0,VISA DEBIT PURCHASE CARD 2794 TEMU.COM PARRAMATTA,0,classified
2025-11-28,False,-83.21,Temu,Q2 FY25-26,G14,False,0,VISA DEBIT PURCHASE CARD 2794 | TEMU.COM PARRAMATTA,100,auto_bas_fy2526
2025-11-28,False,41.24,LinkedIn,Q2 FY25-26,G3,False,0,LINKEDINPREA *57664494 SYDNEY NSW,0,auto_bas_fy2526
2025-11-28,False,47.48,Lucent Globe,Q2 FY25-26,G14,False,0,SP LUCENT GLOBE COOMERA,0,classified
2025-12-01,True,-31.6,OpenAI,Q2 FY25-26,G11,False,2.87,VISA DEBIT PURCHASE CARD 2794 | OPENAI *CHATGPT SUBSCR OPENA,0,classified
2025-12-01,False,0.14,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 6WV962 GOO CC GOOGLE.COM,0,classified
2025-12-01,False,15.66,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 92VZXW GOO CC GOOGLE.COM,0,classified
2025-12-01,False,0.17,,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 6S7WGG,0,classified
2025-12-01,False,12.98,,Q2 FY25-26,G3,False,0,GOOGLE*WORKSPACE_TECH4H PYRMONT,0,classified
2025-12-01,False,27.99,Spotify,Q2 FY25-26,G14,False,0,SPOTIFY SYDNEY,0,auto_bas_fy2526
2025-12-01,True,15.66,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 92VZXW GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-12-01,True,0.14,Google,Q2 FY25-26,G3,False,0,GOOGLE*CLOUD 6WV962 GOO CC GOOGLE.COM,0,auto_bas_fy2526
2025-12-01,True,12.98,Google,Q2 FY25-26,G3,False,0,GOOGLE*WORKSPACE_TECH4H PYRMONT,0,auto_bas_fy2526
